folderDirectory,filename,start_slice,end_slice,numSlices,datasetName,protocolName,systemModel,systemFieldStrength_T,receiverChannels,institutionName,sequence_type,encodeX,encodeY,reconX,reconY,split
/media/ssd2/M4Raw/multicoil_train_flip/,2022091509_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061408_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092203_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092503_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061104_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090904_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092806_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062505_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062703_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061004_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061405_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061211_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090601_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062704_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062404_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061303_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092501_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092803_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091404_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062402_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070507_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061002_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090212_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061407_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061006_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092005_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092202_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061403_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061402_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061004_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090504_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070507_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061214_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062402_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090501_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062701_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090303_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091506_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090910_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092203_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092803_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092001_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070507_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2023053001_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061202_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061209_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062601_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091504_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061008_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090910_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062618_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090105_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092805_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062620_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062405_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062611_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061101_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070504_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090904_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062613_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062602_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090504_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092504_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092504_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061405_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061304_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061202_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091506_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061304_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090105_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061103_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061005_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062703_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070601_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2023053001_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062610_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090604_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070507_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090604_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062602_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061008_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022111801_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090209_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061007_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061214_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061304_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091501_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090604_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091402_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061404_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062706_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062621_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090203_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061211_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090206_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090905_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062621_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062620_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090203_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062402_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061209_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090306_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062617_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090307_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061105_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090203_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022083102_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061408_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090904_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062621_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090504_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091402_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090501_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090206_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090203_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092806_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091504_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092503_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062701_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2023053001_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092005_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061501_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090205_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092501_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062405_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061104_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062619_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092806_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090804_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092807_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062621_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061406_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092803_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091507_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062619_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061101_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061501_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062505_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090804_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091401_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061205_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062707_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090201_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062611_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070507_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062619_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061403_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090106_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062405_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062620_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092202_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090906_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061214_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091410_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062703_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092806_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090908_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090212_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062705_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062408_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090103_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061101_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061007_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070501_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090802_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061006_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090206_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062707_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090601_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090205_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062706_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092802_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090103_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062408_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070502_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090212_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061501_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090201_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061001_T103.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061208_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090601_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062610_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061101_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090801_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090901_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092005_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091402_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091401_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022070501_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061403_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090303_FLAIR01.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090910_T202.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092004_T101.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022092805_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061005_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091503_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022062702_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022090203_T201.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061304_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061303_T102.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022061006_T203.h5,0,18,18,m4raw,,,,,,,,,,,train
/media/ssd2/M4Raw/multicoil_train_flip/,2022091411_FLAIR02.h5,0,18,18,m4raw,,,,,,,,,,,train
